CIPFamily,CIPCode,Action,TextChange,CIPTitle,CIPDefinition,CrossReferences,Examples
04,04.99,No substantive changes,no,"Architecture and Related Services, Other.",Instructional content is defined in code 04.9999.,,
04,04.9999,No substantive changes,no,"Architecture and Related Services, Other.",Any instructional program in architecture and related programs not listed above.,,
05,05,No substantive changes,no,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.","Instructional programs that focus on the defined areas, regions, and countries of the world; defined minority groups within and across societies; and issues relevant to collective gender and group experience.",,
05,05.01,No substantive changes,no,Area Studies.,Instructional content for this group of programs is defined in codes 05.0101 - 05.0199.,,
05,05.0101,No substantive changes,no,African Studies.,"A program that focuses on the history, society, politics, culture, and economics of one or more of the peoples of the African Continent, usually with an emphasis on Africa south of the Sahara, and including the African diasporas overseas.",05.0201 - African-American/Black Studies.,
05,05.0102,No substantive changes,no,American/United States Studies/Civilization.,"A program that focuses on the history, society, politics, culture, and economics of the United States and its Pre-Columbian and colonial predecessors, and including the flow of immigrants from other societies.",,
05,05.0103,No substantive changes,no,Asian Studies/Civilization.,"A program that focuses on the history, society, politics, culture, and economics of one or more of the peoples of the Asian Continent, including the study of the Asian diasporas overseas.",05.0206 - Asian-American Studies.,
05,05.0104,No substantive changes,no,East Asian Studies.,"A program that focuses on the history, society, politics, culture, and economics of one or more of the peoples of East Asia, defined as including China, Korea, Japan, Mongolia, Taiwan, Tibet, related borderlands and island groups, and including the study of the East Asian diasporas overseas.",,
05,05.0105,No substantive changes,no,"Russian, Central European, East European and Eurasian Studies.","A program that focuses on the history, society, politics, culture, and economics of the region encompassing Russia, Central Europe, Eastern Europe, and Eurasia, including the Balkan, Baltic, Caucasus, and Central Asian states that were republics of the former Soviet Union.",05.0110 - Russian Studies.,"Examples: - Russian and East European Studies, - Central and Eastern European Studies, - CIS Studies"
05,05.0106,No substantive changes,no,European Studies/Civilization.,"A program that focuses on the history, society, politics, culture, and economics of one or more of the peoples of the European Continent, including the study of European migration patterns and colonial empires.",,
05,05.0107,No substantive changes,no,Latin American Studies.,"A program that focuses on the history, society, politics, culture, and economics of one or more of the Hispanic peoples of the North and South American Continents outside Canada and the United States, including the study of the Pre-Columbian period and the flow of immigrants from other societies.","05.0203 - Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.",
05,05.0108,No substantive changes,no,Near and Middle Eastern Studies.,"A program that focuses on the history, society, politics, culture, and economics of one or more of the peoples of North Africa, Southwestern Asia, Asia Minor, and the Arabian Peninsula, related borderlands and island groups, and including emigrant and immigrant groups.","30.2202 - Classical, Ancient Mediterranean, and Near Eastern Studies and Archaeology.",Examples: - Modern Middle Eastern Studies
05,05.0109,No substantive changes,no,Pacific Area/Pacific Rim Studies.,"A program that focuses on the history, society, politics, culture, and economics of one or more of the peoples of Australasia and the Pacific Ocean, related island groups and bordering coastal regions, and including pre- and post-colonial migration patterns.",,
05,05.0110,No substantive changes,no,Russian Studies.,"A program that focuses on the history, society, politics, culture, and economics of one or more of the peoples of the Russian Federation and its Soviet, Czarist, and medieval predecessors and related borderlands.","05.0105 - Russian, Central European, East European and Eurasian Studies.",
05,05.0111,No substantive changes,yes,Scandinavian Studies.,"A program that focuses on the history, society, politics, culture, and economics of one or more of the peoples of Scandinavia, defined as Northern Europe including Denmark, Finland, Iceland, Norway, Sweden, and related island groups (e.g., Greenland) and borderlands.",,
05,05.0112,No substantive changes,no,South Asian Studies.,"A program that focuses on the history, society, politics, culture, and economics of one or more of the peoples of South Asia, defined as including Afghanistan, India, the Maldives, Myanmar (Burma), Pakistan, and Sri Lanka and related borderlands and island groups; and including the study of migration patterns and overseas diasporas.",,Examples: - Indian/South Asian Studies
05,05.0113,No substantive changes,no,Southeast Asian Studies.,"A program that focuses on the history, society, politics, culture, and economics of one or more of the peoples of Southeast Asia, defined as including Brunei, Cambodia, Indonesia, Laos, Malaysia, The Philippines, Singapore, Thailand, and Viet Nam; related borderlands and island groups; and including the study of migration patterns and overseas diasporas.",,
05,05.0114,No substantive changes,no,Western European Studies.,"A program that focuses on the history, society, politics, culture, and economics of one or more of the peoples of historical Western Europe, defined as including Britain, Ireland, France, the Low Countries, the Iberian Peninsula, Italy, the Western Mediterranean, and related island groups and borderlands.",,
05,05.0115,No substantive changes,no,Canadian Studies.,"A program that focuses on the history, society, politics, culture, and economics of one or more of the peoples of Canada and its Pre-Columbian, colonial, and pre-federation predecessors, including immigrant flows and related borderlands and island groups.",,
05,05.0116,No substantive changes,no,Balkans Studies.,"A program that focuses on the history, society, politics, culture, and economics of one or more of the peoples inhabiting the Balkan Peninsula and associated island groups and borderlands, Southern Slavic and non-Slavic, during the medieval, Ottoman, and modern periods.",,
05,05.0117,No substantive changes,no,Baltic Studies.,"A program that focuses on the history, society, politics, culture, and economics of one or more of the peoples inhabiting the coastlands of the Baltic Sea, including Baltic, Germanic, Scandinavian, and Slavic populations, related borderlands and island groups, and problems of cultural survival and assimilation.",,
05,05.0118,No substantive changes,no,Slavic Studies.,"A program that focuses on the history, society, politics, culture, and economics of one or more of the Slavic peoples inhabiting Europe, Asia, and in immigrant groups elsewhere, including the study of the emergence and migration patterns of Slavic culture, languages, and populations.",,
05,05.0119,No substantive changes,no,Caribbean Studies.,"A program that focuses on the history, society, politics, culture, and economics of one or more of the peoples inhabiting the major islands and archipelagoes of the Caribbean Sea and related coastal borderlands, including immigration patterns and Pre-Columbian, colonial, and modern societies.",,
05,05.0120,No substantive changes,no,Ural-Altaic and Central Asian Studies.,"A program that focuses on the history, society, politics, culture, and economics of one or more of the peoples and countries of Inner/Central Asia, including the Turkic and Mongolian inhabitants of the Caspian, Amur, Tien Shan, Baikal, Gobi, Siberian, and Manchurian areas and the historical Silk Road, in terms of their past and present development.",,
05,05.0121,No substantive changes,no,Commonwealth Studies.,"A program that focuses on the history, society, politics, culture, and economics of one or more of the peoples and countries comprising components of the historical British Empire and modern British Commonwealth, including migration patterns, shared sociocultural and political features and problems, and contemporary relations.",,
05,05.0122,No substantive changes,yes,"Regional Studies (U.S., Canadian, Foreign).","A program that focuses on the defined geographic subregions and subcultures within modern and historical countries and societies. Includes such topics as Acadian Studies, French Canadian and Quebec Studies, Southern (U.S.) Studies, New England Studies, Southwestern Studies, Northern Studies, and others.",,
05,05.0123,No substantive changes,no,Chinese Studies.,"A program that focuses on the history, society, politics, culture, and economics of one or more of the peoples of present-day China and its historical predecessors, related borderlands and island groups, and the overseas Chinese diaspora.",,
05,05.0124,No substantive changes,no,French Studies.,"A program that focuses on the history, society, politics, culture, and economics of France, other Francophone countries inside and outside Europe, and the French colonial experience and the associated French minorities around the world.",,
05,05.0125,No substantive changes,no,German Studies.,"A program that focuses on the history, society, politics, culture, and economics of Germany, the neighboring countries of Austria and Switzerland, the German minorities in neighboring European countries, and the historical areas of German influence across Europe and overseas.",,
05,05.0126,No substantive changes,no,Italian Studies.,"A program that focuses on the history, society, politics, culture, and economics of modern Italy and its predecessors on the Italian Peninsula, including the overseas migrations of Italian peoples.",,
05,05.0127,No substantive changes,no,Japanese Studies.,"A program that focuses on the history, society, politics, culture, and economics of the peoples of Japan, and related island groups and coastal neighbors.",,
05,05.0128,No substantive changes,no,Korean Studies.,"A program that focuses on the history, society, politics, culture, and economics of the peoples of Korea, including related island groups and borderlands.",,
05,05.0129,No substantive changes,no,Polish Studies.,"A program that focuses on the history, society, politics, culture, and economics of Poland and the current and historical inhabitants of the Polish lands, including borderlands, from earliest times to the present.",,
05,05.0130,No substantive changes,no,Spanish and Iberian Studies.,"A program that focuses on the history, society, politics, culture, and economics of the peoples of the Iberian Peninsula and related island groups and border regions from earliest times to the present, with particular emphasis on the development of Spain and Portugal but including other historical and current cultures.",,
05,05.0131,No substantive changes,no,Tibetan Studies.,"A program that focuses on the history, society, politics, culture, and economics of Tibet and its borderlands, with emphasis on both pre-modern and modern Tibet and associated religious and exile movements.",,
05,05.0132,No substantive changes,no,Ukraine Studies.,"A program that focuses on the history, society, politics, culture, and economics of the Ukraine and its inhabitants, and related border regions, from earliest times to the present.",,
05,05.0133,No substantive changes,no,Irish Studies.,"A program that focuses on the history, society, politics, culture, and economics of Ireland and the Irish Diaspora, from the early Christian period to the present.",,
05,05.0134,No substantive changes,no,Latin American and Caribbean Studies.,"An integrated program that focuses on the history, society, politics, culture, and economics of the peoples and countries of the Latin American and Caribbean region.","05.0107 - Latin American Studies., 05.0119 - Caribbean Studies.",
05,05.0135,New,no,Appalachian Studies.,"A program of study that focuses on the history, sociology, culture, and economics of the Appalachian region of the United States. Includes instruction in contemporary issues in Appalachia, political economy of Appalachia, community-based research, ethnomusicology, and oral and written languages of Appalachia.",,
05,05.0136,New,no,Arctic Studies.,"A program that focuses on the history, society, politics, culture, and economics of the Arctic region.",,
05,05.0199,No substantive changes,no,"Area Studies, Other.",Any instructional program in specifically defined area studies not listed above.,,
05,05.02,No substantive changes,no,"Ethnic, Cultural Minority, Gender, and Group Studies.",Instructional content for this group of programs is defined in codes 05.0200 - 05.0299.,,
05,05.0200,No substantive changes,no,Ethnic Studies.,"A program that focuses on the interdisciplinary and comparative study of the history, sociology, politics, culture, and economics of North American racial and ethnic groups, including African Americans, American Indians/Native Americans, Hispanic Americans, and Asian Americans.","30.2301 - Intercultural/Multicultural and Diversity Studies., 30.3601 - Cultural Studies and Comparative Literature.",
05,05.0201,No substantive changes,no,African-American/Black Studies.,"A program that focuses on the history, sociology, politics, culture, and economics of the North American peoples descended from the African diaspora; focusing on the United States, Canada, and the Caribbean, but also including reference to Latin American elements of the diaspora.",05.0101 - African Studies.,
05,05.0202,No substantive changes,no,American Indian/Native American Studies.,"A program that focuses on the history, sociology, politics, culture, and economics of one or more of the American Indian, Aleut, Inuit, Hawaiian and other native peoples of the Americas from earliest times until the present, with particular emphasis on U.S. and Canadian populations and their problems but including reference to Caribbean and Latin American native peoples.",,
05,05.0203,No substantive changes,no,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies.","A program that focuses on the history, sociology, politics, culture, and economics of one or more of the Hispanic American immigrant populations within the U.S. and Canada, including Mexican-American Studies, Cuban American Studies, Puerto Rican Studies, and others.",05.0107 - Latin American Studies.,
05,05.0206,No substantive changes,no,Asian-American Studies.,"A program that focuses on the history, sociology, politics, culture, and economics of Asian population groups who have immigrated to the United States and Canada, or sought refugee asylum, from the colonial period to the present, and including Chinese-Americans, Japanese-Americans, Korean-Americans, Vietnamese-Americans, Cambodian-Americans, and others.",05.0103 - Asian Studies/Civilization.,
05,05.0207,No substantive changes,no,Women's Studies.,"A program that focuses on the history, sociology, politics, culture, and economics of women, and the development of modern feminism in relation to the roles played by women in different periods and locations in North America and the world.  Programs may focus on literature, philosophy, and the arts as much as on social studies and policy.",,Examples: - Women's and Gender Studies
05,05.0208,No substantive changes,no,Gay/Lesbian Studies.,"A program that focuses on homosexuality in history, society, politics, and cultural life; usually with an emphasis on the modern emergence of gays and lesbians as a sociocultural minority movement, the identification of social, literary, and artistic themes and the definition of, and public policy and legal issues surrounding, the gay and lesbian community.",,
05,05.0209,No substantive changes,no,Folklore Studies.,"A program that focuses on the study of creativity and aesthetic expression in everyday life, as expressed in narrative, literature, performing arts, culture, work, family and community.",,"Examples: - Folklore Studies, - Folklore and Mythology, - Folklore and Folklife"
05,05.0210,No substantive changes,no,Disability Studies.,"A program that focuses on the nature, meaning, and consequences of what it is to be defined as disabled and explores the historical, cultural, economic, physiological, and socio-political dynamics of disability. Includes instruction in disability rights, legal issues, and public policy; literature, philosophy, and the arts; and/or research in the social sciences, education, and health sciences addressing social and experiential aspects of disability.",,
05,05.0211,No substantive changes,no,Deaf Studies.,"A program that focuses on the sociological, historical and linguistic aspects of the deaf and hearing impaired, and that prepares individuals to work with the deaf and hearing impaired. Includes instruction in American Sign Language, deaf studies, American deaf culture, structure of American Sign Language, history of the American deaf community, and civil rights of deaf people.",16.1601 - American Sign Language (ASL).,"Examples: - Deaf Studies, - American Sign Language (ASL) and Deaf Studies"
05,05.0212,New,no,Comparative Group Studies.,"A program that focuses on the comparative study of the history, literature, sociology, politics, culture, and economics of different groups such as racial, gender, sexual, class, ethnic, geographical, and national. Includes instruction in comparative studies, comparative literature, critical race theory, cultural anthropology, cultural studies, religious studies, science studies, social and cultural theory, urban studies, and visual culture.",30.2601 - Cultural Studies/Critical Theory and Analysis.,
05,05.0299,No substantive changes,no,"Ethnic, Cultural Minority, Gender, and Group Studies, Other.","Any instructional program in ethnic, cultural minority, gender, and group studies not listed above.",,"Examples: - Women's, Gay and Lesbian Studies, Integrated"
05,05.99,New,no,"Area, Ethnic, Cultural, Gender, and Group Studies, Other.",Instructional content is defined in code 05.9999.,,
05,05.9999,New,no,"Area, Ethnic, Cultural, Gender, and Group Studies, Other.","Any instructional program in area, ethnic, cultural, gender, or group studies not listed above.",,
09,09,No substantive changes,no,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.","Instructional programs that focus on how messages in various media are produced, used, and interpreted within and across different contexts, channels, and cultures, and that prepare individuals to apply communication knowledge and skills professionally.",,
09,09.01,No substantive changes,no,Communication and Media Studies.,Instructional content for this group of programs is defined in codes 09.0100 - 09.0199.,,
09,09.0100,No substantive changes,no,"Communication, General.","A program that focuses on the comprehensive study of communication, and that spans the study of  mass communication/media studies, old and new media technologies, social and political applications, and speech communication and rhetoric. Includes instruction in interpersonal, group, organizational, and intercultural communication; theories of communication; critical thinking, argumentation, and persuasion; written communication; printed, electronic, and digital media; rhetorical tradition and criticism; media, society, and culture; consequences and effects of mass media; media social science and criticism; and quantitative and qualitative methods of inquiry.",,"Examples: - Communication Sciences, - Communication"
09,09.0101,No substantive changes,no,Speech Communication and Rhetoric.,"A program that focuses on the scientific, humanistic, and critical study of human communication in a variety of formats, media, and contexts.  Includes instruction in the theory and practice of interpersonal, group, organizational, professional, and intercultural communication; speaking and listening; verbal and nonverbal interaction; rhetorical theory and criticism; performance studies; argumentation and persuasion; technologically mediated communication; popular culture; and various contextual applications.",23.1304 - Rhetoric and Composition.,
09,09.0102,No substantive changes,no,Mass Communication/Media Studies.,"A program that focuses on the analysis and criticism of media institutions and media texts, how people experience and understand media content, and the roles of media in producing and transforming culture.  Includes instruction in communications regulation, law, and policy; media history; media aesthetics, interpretation, and criticism; the social and cultural effects of mass media; cultural studies; the economics of media industries; visual and media literacy; and the psychology and behavioral aspects of media messages, interpretation, and utilization.",,Examples: - Media Studies
09,09.0199,No substantive changes,no,"Communication and Media Studies, Other.",Any instructional program in communication and media studies not listed above.,,
09,09.04,No substantive changes,no,Journalism.,Instructional content for this group of programs is defined in codes 09.0401 - 09.0499.,,
09,09.0401,No substantive changes,no,Journalism.,"A program that focuses on the theory and practice of gathering, processing, and delivering news and that prepares individuals to be professional print journalists, news editors, and news managers.  Includes instruction in news writing and editing; reporting; photojournalism; layout and graphic design; journalism law and policy; professional standards and ethics; research methods; and journalism history and criticism.",,
09,09.0402,No substantive changes,no,Broadcast Journalism.,"A program that focuses on the methods and techniques for reporting, producing, and delivering news and news programs via radio, television, and video/film media; and that prepares individuals to be professional broadcast journalists, editors, producers, directors, and managers.  Includes instruction in the principles of broadcast technology; broadcast reporting; on- and off-camera and microphone procedures and techniques; program, sound, and video/film editing; program design and production; media law and policy; and professional standards and ethics.",,
09,09.0404,No substantive changes,no,Photojournalism.,"A program that focuses on the use of still and motion photography in journalism and prepares individuals to function as news photographers and photographic editors.  Includes instruction in photography, journalism, studio procedures and techniques, camera and equipment operation and technique, news editing, print and film editing, news scene composition, subject surveillance, media law and policy, news team field operations, and professional standards and ethics.",50.0605 - Photography.,
09,09.0405,New,no,Business and Economic Journalism.,"A program of study that prepares students to gather, analyze, and synthesize verbal and visual information to communicate stories related to business and economics across multiple media platforms. Includes instruction in accounting, business, business and economic reporting, business law, economics, finance, financial accounting and reporting, ethics, journalistic research methods and resources, and journalism skills and techniques.",,
09,09.0406,New,no,Cultural Journalism.,"A program of study that prepares individuals to be journalists who critically examine current culture as expressed through the visual and performing arts, design, film, music, radio, television, dance, theater, and written text. Includes instruction in arts criticism, art and entertainment reporting, cultural critique, investigative reporting, newspaper reporting, photojournalism, and writing.",,
09,09.0407,New,no,Science/Health/Environmental Journalism.,"A program that focuses on reporting on science, health, or environmental policy issues; investigating environmental problems and their causes; and public relations. Includes instruction in communication law, health reporting skills, interactive journalism, integrated marketing communication, journalism methods, media ethics, persuasion and political communication, science, health and the environment, social marketing, and video journalism.",01.0802 - Agricultural Communication/Journalism.,
09,09.0499,No substantive changes,no,"Journalism, Other.",Any instructional program in journalism not listed above.,,Examples: - Online Journalism
09,09.07,No substantive changes,no,"Radio, Television, and Digital Communication.",Instructional content for this group of programs is defined in codes 09.0701 - 09.0799.,,
09,09.0701,No substantive changes,no,Radio and Television.,"A program that focuses on the theories, methods, and techniques used to plan, produce, and distribute audio and video programs and messages, and that prepares individuals to function as staff, producers, directors, and managers of radio and television shows and media organizations.  Includes instruction in media aesthetics; planning, scheduling, and production; writing and editing; performing and directing; personnel and facilities management; marketing and distribution; media regulations, law, and policy; and principles of broadcast technology.",,"Examples: - Radio, Television, and Film"
09,09.0702,No substantive changes,no,Digital Communication and Media/Multimedia.,"A program that focuses on the development, use, critical evaluation, and regulation of new electronic communication technologies using computer applications; and that prepares individuals to function as developers and managers of digital communications media. Includes instruction in computer and telecommunications technologies and processes; design and development of digital communications; marketing and distribution; digital communications regulation, law, and policy; the study of human interaction with, and use of, digital media; and emerging trends and issues.",50.0102 - Digital Arts.,Examples: - Digital Media
09,09.0799,No substantive changes,no,"Radio, Television, and Digital Communication, Other.","Any instructional program in radio, television, and digital communications not listed above.",,
09,09.09,No substantive changes,no,"Public Relations, Advertising, and Applied Communication.",Instructional content for this group of programs is defined in codes 09.0900 - 09.0999.,,
09,09.0900,No substantive changes,no,"Public Relations, Advertising, and Applied Communication.","A general program that focuses on organizational communication, public relations, and advertising; and that prepares individuals to function in a wide range of public and private sector positions requiring the skills of persuasive communication. Includes instruction in communications, public relations, and advertising theory; principles and techniques of persuasion; message/image design; marketing strategy; professional writing; public speaking and multi-media presentation skills; digital communications; and applied research.","09.0903 - Advertising., 09.0902 - Public Relations/Image Management.","Examples: - Public Relations and Advertising, - Applied Communication"
09,09.0901,No substantive changes,no,"Organizational Communication, General.","A program that focuses on general communication processes and dynamics within organizations.  Includes instruction in the development and maintenance of interpersonal group relations within organizations; decision-making and conflict management; the use of symbols to create and maintain organizational images, missions, and values; power and politics within organizations; human interaction with computer technology; and how communications socializes and supports employees and team members.",52.1003 - Organizational Behavior Studies.,
09,09.0902,No substantive changes,no,Public Relations/Image Management.,"A program that focuses on the theories and methods for managing the media image of a business, organization, or individual and the communication process with stakeholders, constituencies, audiences, and the general public; and that prepares individuals to function as public relations assistants, technicians, and managers.  Includes instruction in public relations theory; related principles of advertising, marketing, and journalism; message/image design; image management; special event management; media relations; community relations; public affairs; and internal communications.","09.0900 - Public Relations, Advertising, and Applied Communication.",Examples: - Social Media Management
09,09.0903,No substantive changes,no,Advertising.,"A program that focuses on the creation, execution, transmission, and evaluation of commercial messages in various media intended to promote and sell products, services, and brands; and that prepares individuals  to function as advertising assistants, technicians, and managers.  Includes instruction in advertising theory, marketing strategy, advertising design and production methods, campaign methods and techniques, media management, related principles of business management, and applicable technical and equipment skills.","50.0402 - Commercial and Advertising Art., 09.0900 - Public Relations, Advertising, and Applied Communication.",
09,09.0904,No substantive changes,no,Political Communication.,"A program that focuses on human and media communication in the political process and that prepares individuals to function as members of political and public affairs organizations, political campaign staffs, and related government and media entities.  Includes instruction in media effects, political speaking and debating, political advertising and marketing, image management, political journalism, opinion polling, and aspects of print and broadcast media related to the production and distribution of media messages in political settings.",,
09,09.0905,No substantive changes,no,Health Communication.,"A program that focuses on how people, individually and collectively, understand and accommodate to health and illness and the role of communication and media in shaping professional health care messages and public acceptance of these messages.  Includes instruction in the development and use of health-related and care-related messages and media; the goals and strategies of health care promotion; relationships, roles, situations, and social structures in the context of health maintenance and promotion; and applications to disease prevention, health advocacy, and communications concerning treatments.",,Examples: - Health and Health Science Communication
09,09.0906,No substantive changes,no,Sports Communication.,"A program that focuses on the methods and techniques for communicating about sports in a variety of formats, media, and contexts; and that prepares individuals to be sports reporters and writers, photojournalists, radio and television announcers, producers and directors, recreational sports promoters, and public relations specialists.  Includes instruction in sports writing, photography, broadcast journalism, sports production, game rules, media and public relations, and sports promotion.","31.0504 - Sport and Fitness Administration/Management., 31.0508 - Sports Studies.",
09,09.0907,No substantive changes,no,International and Intercultural Communication.,"A program that focuses on the specialized knowledge and skills needed for effective communication in the international community and among people of different cultures; and that prepares individuals to function at the national and international levels as journalists, public relations specialists, travel industry representatives, intercultural trainers, and/or foreign service officers.  Includes instruction in journalism, communications, intercultural and international relations, marketing and public relations, and global communications policy.",30.2301 - Intercultural/Multicultural and Diversity Studies.,
09,09.0908,No substantive changes,no,Technical and Scientific Communication.,"A program that focuses on the communication of technical and scientific knowledge to a variety of audiences through print, video, and digital media; and that prepares individuals to function as technical writers and editors, documentation developers, web designers, and usability specialists. Includes instruction in scientific and technical writing and editing, graphic and information design, web design, audience analysis, document usability and field testing, publications management, and applications to specific technical fields.","23.1303 - Professional, Technical, Business, and Scientific Writing.","Examples: - Technical Communication, - Scientific Communication"
09,09.0909,New,no,Communication Management and Strategic Communications.,"A program that focuses on the critical thinking, analysis, and practical skills essential to developing and implementing communication strategies that advance organizations goals and missions. Includes instruction in communication management, crisis communication, communications law, digital and traditional marketing strategies, media relations, social media strategies, strategic communication, traditional and emerging media, and writing for the media.",,
09,09.0999,No substantive changes,no,"Public Relations, Advertising, and Applied Communication, Other.","Any instructional program in organizational communication, public relations, and advertising not listed above.",,
09,09.10,No substantive changes,no,Publishing.,Instructional content is defined in code 09.1001.,,
09,09.1001,No substantive changes,no,Publishing.,"A program that focuses on the process of managing the creation, publication, and distribution of print and electronic books and other text products and prepares individuals to manage the editorial, technical, and business aspects of publishing operations.  Includes instruction in product planning and design, editing, author relations, business and copyright law, publishing industry operations, contracting and purchasing, product marketing, electronic publishing and commerce, history of publishing, and professional standards and ethics.",,
09,09.99,No substantive changes,no,"Communication, Journalism, and Related Programs, Other.",Instructional content is defined in code 09.9999.,,
09,09.9999,No substantive changes,no,"Communication, Journalism, and Related Programs, Other.","Any instructional program in communication, journalism, and related fields not listed above.",,
10,10,No substantive changes,no,COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,"Instructional programs that prepare individuals to function as equipment operators, support technicians, and operations managers in the film/video, recording, and graphic communications industries.",,
10,10.01,No substantive changes,yes,Communications Technologies/Technicians.,Instructional content is defined in code 10.0105.,,
10,10.0105,No substantive changes,no,Communications Technology/Technician.,"A program that generally prepares individuals to function as workers and managers within communications industries. Includes instruction in business economics; basic management; principles of interpersonal and mediated communications; radio, television, and digital media production; and related aspects of technology and communications systems.",,
10,10.02,No substantive changes,yes,Audiovisual Communications Technologies/Technicians.,Instructional content for this group of programs is defined in codes 10.0201 - 10.0299.,,
10,10.0201,No substantive changes,yes,Photographic and Film/Video Technology/Technician.,"A program that prepares individuals to apply technical knowledge and skills to the operation and maintenance of camera and lighting equipment and the production of finished still, video, and film products under the supervision of photographers, directors, and editors.  Includes instruction in equipment setup and maintenance; lighting; power supplies; studio and film set tasks such as camera operator, grip, and best boy; plate and negative handling and development; laboratory procedures; and digital software applications.",,Examples: - Photographic and Film/Video Assistant
10,10.0202,No substantive changes,yes,Radio and Television Broadcasting Technology/Technician.,"A program that prepares individuals to apply technical knowledge and skills to the production of radio and television programs, and related operations, under the supervision of broadcast and studio managers, directors, editors, and producers.  Includes instruction in sound, lighting, and camera operation and maintenance; power and feed control; studio operations; production preparation; broadcast engineering; related computer applications; and specialized applications such as news, entertainment, live talk, sports, commercials, and taping.",,
10,10.0203,No substantive changes,yes,Recording Arts Technology/Technician.,"A program that prepares individuals to apply technical knowledge and skills to the production of sound recordings as finished products or as components of film/video, broadcast, live, or mixed media productions.  Includes instruction in sound equipment operation and maintenance; music, dialogue, and sound effects recording; soundtrack editing; dubbing and mixing; sound engineering; tape, disk, and CD production; digital recording and transmission; amplification and modulation; and working with producers, editors, directors, artists, and production managers.","50.0913 - Music Technology., 50.0917 - Sound Arts.",
10,10.0204,New,no,Voice Writing Technology/Technician.,"A program that prepares individuals to apply technical knowledge and skills to use voice writing computer software and speak a verbal shorthand language to create transcripts and screen captioning of live or recorded events intended for the public or a specific audience in a variety of media (e.g., digital, film, print, television) as well as for conferences, conversations, interviews, and meetings. Includes instruction in screen captioning, speed building, spoken shorthand, transcription, and voice input writing.","22.0303 - Court Reporting and Captioning/Court Reporter., 51.0708 - Medical Transcription/Transcriptionist.",
10,10.0299,No substantive changes,yes,"Audiovisual Communications Technologies/Technicians, Other.",Any instructional program in audiovisual communications technologies not listed above.,,Examples: - Broadcast Captioning
10,10.03,No substantive changes,no,Graphic Communications.,Instructional content for this group of programs is defined in codes 10.0301 - 10.0399.,,
10,10.0301,No substantive changes,no,"Graphic Communications, General.","A program that generally prepares individuals to apply technical knowledge and skills in the manufacture and distribution or transmission of graphic communications products.  Includes instruction in the prepress, press, and postpress phases of production operations and processes such as offset lithography, flexography, gravure, letterpress, screen printing, foil stamping, digital imaging, and other reproduction methods.","50.0409 - Graphic Design., 50.0402 - Commercial and Advertising Art.",
10,10.0302,No substantive changes,no,Printing Management.,A program that prepares individuals to apply technical and managerial knowledge and skills to the processes and procedures of managing printing operations from initial design through finished product distribution.  Includes instruction in the principles of graphic communications design and production; quality control; printing operations management; computerization; printing plant management; business finance and marketing; logistics and distribution; personnel supervision and leadership; and professional standards in the graphic communications industry.,,
10,10.0303,No substantive changes,no,Prepress/Desktop Publishing and Digital Imaging Design.,"A program that prepares individuals to apply technical knowledge and skills to the layout, design and typographic arrangement of printed and/or electronic graphic and textual products.  Includes instruction in printing and lithographic equipment and operations, computer hardware and software, digital imaging, print preparation, page layout and design, desktop publishing, and applicable principles of graphic design and web page design.",,
10,10.0304,No substantive changes,no,"Animation, Interactive Technology, Video Graphics, and Special Effects.","A program that prepares individuals to use computer applications and related visual and sound imaging techniques to manipulate images and information originating as film, video, still photographs, digital copy, soundtracks, and physical objects in order to communicate messages simulating real-world content.  Includes instruction in specialized camerawork and equipment operation and maintenance, image capture, computer programming, dubbing, CAD applications, and applications to specific commercial, industrial, and entertainment needs.",,
10,10.0305,No substantive changes,no,"Graphic and Printing Equipment Operator, General Production.","A program that generally prepares individuals to apply technical knowledge and skills to plan, prepare, and execute a variety of commercial and industrial graphic communications jobs.  Includes instruction in the operation and maintenance of mechanical, electronic, and digital graphic, printing, and finishing equipment; and related processes.",,
10,10.0306,No substantive changes,no,Platemaker/Imager.,"A program that prepares individuals to apply technical knowledge and skills to prepare film, digital data, and surfaces to reproduce printed or graphic images.  Includes instruction in platemaking, stripping, camerawork, imposition, digital imaging, computer direct-to-plate and direct-to-press, and related processes.",,
10,10.0307,No substantive changes,no,Printing Press Operator.,"A program that prepares individuals to apply technical knowledge and skills to set up, operate, and maintain printing presses.",,
10,10.0308,No substantive changes,no,Computer Typography and Composition Equipment Operator.,"A program that prepares individuals to apply technical knowledge and skills to design and execute page formats, layouts and text composition, and to make typographical selections using computer graphics and other computer-assisted design programs.",,
10,10.0399,No substantive changes,no,"Graphic Communications, Other.",Any instructional program in graphic communications not listed above.,,
10,10.99,No substantive changes,no,"Communications Technologies/Technicians and Support Services, Other.",Instructional content is defined in code 10.9999.,,
10,10.9999,No substantive changes,no,"Communications Technologies/Technicians and Support Services, Other.",Any instructional program in communications technologies and support services not listed above.,,
11,11,No substantive changes,no,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,Instructional programs that focus on the computer and information sciences and prepare individuals for various occupations in information technology and computer operations fields.,,
