UNITID_P,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,WEAPON18,DRUG18,LIQUOR18,WEAPON19,DRUG19,LIQUOR19,WEAPON20,DRUG20,LIQUOR20,FILTER18,FILTER19,FILTER20
243601012,Universidad Ana G. Mendez-Gurabo Campus,Universidad Ana G. Mendez-Dallas Branch Campus,3010 N Stemmons Fwy,Dallas,TX,75247,2,"Private nonprofit, 4-year or above",5068,8485,13553,0,0,0,0,0,0,0,0,0,1,1,1
243638001,College of Micronesia-FSM,National Campus,"P.O. Box 159, Kolonia",Pohnpei,FM,96941,1,"Public, 4-year or above",767,1094,1861,0,1,3,0,0,4,0,0,5,1,1,1
243638002,College of Micronesia-FSM,Chuuk Campus,"P.O. Box 879, Weno",Chuuk,FM,96942,1,"Public, 4-year or above",767,1094,1861,0,0,0,0,0,0,0,0,0,1,1,1
243638003,College of Micronesia-FSM,Kosrae Campus,"P.O. Box 37, Tofol",Kosrae,FM,96944,1,"Public, 4-year or above",767,1094,1861,0,0,0,0,0,2,0,0,2,1,1,1
243638004,College of Micronesia-FSM,Yap Campus,"P.O. Box 286, Colonia",Colonia,FM,96943,1,"Public, 4-year or above",767,1094,1861,0,0,1,0,0,0,0,0,0,1,1,1
243638005,College of Micronesia-FSM,Career & Technical Education Center (formerly Pohnpei Campus),P.O. Box 614,Pohnpei,FM,96941,1,"Public, 4-year or above",767,1094,1861,0,1,3,0,0,0,0,0,0,1,1,1
243638006,College of Micronesia-FSM,FSM Fisheries and Maritime Institute (FSM FMI),P.O. Box 1056,Colonia,FM,96943,1,"Public, 4-year or above",767,1094,1861,0,0,1,0,0,4,0,0,4,1,1,1
243647001,Palau Community College,Main Campus,MADALAII,Koror,PW,96940,4,"Public, 2-year",235,318,553,0,0,0,0,0,0,0,0,0,1,1,1
243665001,University of the Virgin Islands,St. Thomas Campus (Main Campus),#2 JOHN BREWERS BAY,CHARLOTTE AMALIE,VI,008029990,1,"Public, 4-year or above",537,1301,1838,0,0,0,0,0,0,0,0,0,1,1,1
243665002,University of the Virgin Islands,UVI Albert A. Sheen Campus,"RR1 - 10,000 Kingshill",Saint Croix,VI,008509781,1,"Public, 4-year or above",537,1301,1838,0,0,0,0,0,0,0,0,0,1,1,1
243744001,Stanford University,Main Campus,450 Jane Stanford Way Building 10,STANFORD,CA,943052061,2,"Private nonprofit, 4-year or above",8648,7305,15953,9,12,41,10,12,38,6,16,5,1,1,1
243744002,Stanford University,Stanford in Washington,"2661 Connecticut Ave, N.W.",Washington,DC,20008,2,"Private nonprofit, 4-year or above",8648,7305,15953,0,0,0,0,0,0,0,0,0,1,1,1
243744003,Stanford University,Hopkins Marine Station,120 Ocean View Boulevard,Pacific Grove,CA,939503094,2,"Private nonprofit, 4-year or above",8648,7305,15953,0,1,0,0,0,0,0,0,0,1,1,1
243744004,Stanford University,"Stanford in Santiago, Chile","Santiago, Chile",Santiago,,750-0753,2,"Private nonprofit, 4-year or above",8648,7305,15953,0,0,0,0,0,0,0,0,0,1,1,1
243744006,Stanford University,"Stanford in Berlin, Germany","Berlin, Germany",Berlin,,,2,"Private nonprofit, 4-year or above",8648,7305,15953,0,0,0,0,0,0,0,0,0,1,1,1
243744007,Stanford University,Stanford Japan Center,"Kyoto, Japan",Kyoto,,,2,"Private nonprofit, 4-year or above",8648,7305,15953,0,0,0,0,0,0,0,0,0,1,1,1
243744008,Stanford University,Stanford in Paris,"Paris, France",Paris,,,2,"Private nonprofit, 4-year or above",8648,7305,15953,0,0,0,0,0,0,0,0,0,1,1,1
243744009,Stanford University,Stanford in Florence,Piazza Santa Maria Sopr'Arno 1,Firenze,,0000,2,"Private nonprofit, 4-year or above",8648,7305,15953,0,0,0,0,0,0,0,0,0,1,1,1
243744010,Stanford University,Stanford in Oxford,"Oxford, England",Oxford,,,2,"Private nonprofit, 4-year or above",8648,7305,15953,0,0,0,0,0,0,0,0,0,1,1,1
243744013,Stanford University,"Stanford in Madrid, Spain","Instituto Internacional, Miguel Angel, 8",Madrid,,,2,"Private nonprofit, 4-year or above",8648,7305,15953,0,0,0,0,0,0,0,0,0,1,1,1
243744014,Stanford University,"Stanford in Capetown, South Africa","Waverley Business Park Bldg 11A, Wycroft Road",Cape Town,,,2,"Private nonprofit, 4-year or above",8648,7305,15953,0,0,0,0,0,0,0,0,0,1,1,1
243744015,Stanford University,Stanford in New York,915 Broadway Suite 1801,New York,NY,10010,2,"Private nonprofit, 4-year or above",8648,7305,15953,,,,0,0,0,0,0,0,0,1,1
243780001,Purdue University-Main Campus,Main Campus,610 Purdue Mall,WEST LAFAYETTE,IN,479071076,1,"Public, 4-year or above",26714,19941,46655,0,123,40,0,72,47,1,79,47,1,1,1
243780002,Purdue University-Main Campus,Anderson Campus,1920 Purdue Parkway,Anderson,IN,46016,1,"Public, 4-year or above",26714,19941,46655,0,0,0,0,0,0,0,0,0,1,1,1
243780003,Purdue University-Main Campus,Richmond Campus,814 East Main Street,Richmond,IN,47374,1,"Public, 4-year or above",26714,19941,46655,0,0,0,0,0,0,0,0,0,1,1,1
243780004,Purdue University-Main Campus,New Albany Campus,3000 Technology Ave.,New Albany,IN,47150,1,"Public, 4-year or above",26714,19941,46655,0,4,1,0,2,0,0,0,0,1,1,1
243780005,Purdue University-Main Campus,South Bend Campus,"635 South Lafayette Boulevard , Suite 128",South Bend,IN,46601,1,"Public, 4-year or above",26714,19941,46655,0,3,2,1,1,1,0,0,0,1,1,1
243780006,Purdue University-Main Campus,Vincennes Campus,1002 North First St.,Vincennes,IN,47591,1,"Public, 4-year or above",26714,19941,46655,0,9,11,0,8,8,0,2,2,1,1,1
243780007,Purdue University-Main Campus,Kokomo Campus,700 East Firmin Street,Kokomo,IN,46902,1,"Public, 4-year or above",26714,19941,46655,0,0,0,0,0,0,0,0,0,1,1,1
243780008,Purdue University-Main Campus,Indianapolis Campus,2175 S. Hoffman Rd.,Indianapolis,IN,462413650,1,"Public, 4-year or above",26714,19941,46655,0,0,0,0,0,0,0,0,0,1,1,1
243780009,Purdue University-Main Campus,Lafayette Campus,5500 State Road 38 East,Lafayette,IN,47903,1,"Public, 4-year or above",26714,19941,46655,0,0,0,0,0,0,0,0,0,1,1,1
243780010,Purdue University-Main Campus,Columbus Campus,4444 Kelly St.,Columbus,IN,47203,1,"Public, 4-year or above",26714,19941,46655,0,0,0,0,0,0,0,0,0,1,1,1
243799001,Blue Hills Regional Technical School,Main Campus,800 RANDOLPH ST,CANTON,MA,020219103,7,"Public, less-than 2-year",5,31,36,0,0,0,0,0,0,0,0,0,1,1,1
243823001,Parker University,PARKER UNIVERSITY,2540 WALNUT HILL LN,DALLAS,TX,752295668,2,"Private nonprofit, 4-year or above",785,912,1697,0,0,0,0,0,0,0,0,0,1,1,1
243832001,EDP University of Puerto Rico Inc-San Juan,EDP UNIVERSITY OF PUERTO RICO,PONCE DE LEON AVE. #560,Hato Rey,PR,009192303,2,"Private nonprofit, 4-year or above",406,943,1349,0,0,0,0,0,0,0,0,0,1,1,1
243841001,ICPR Junior College,Hato Rey Main Campus,558 MUNOZ RIVERA AVE,HATO REY,PR,009190304,6,"Private for-profit, 2-year",89,342,431,0,0,0,0,0,0,0,0,0,1,1,1
244233001,City College-Fort Lauderdale,Main Campus,2000 West Commercial Blvd,FORT LAUDERDALE,FL,333093073,2,"Private nonprofit, 4-year or above",66,231,297,0,0,0,0,0,0,0,0,0,1,1,1
244279001,Meridian College,"Meridian College - Sarasota, FL",7020 Professional Pkwy E,SARASOTA,FL,34240,6,"Private for-profit, 2-year",5,189,194,0,0,0,0,0,0,0,0,0,1,1,1
244437001,Georgia State University-Perimeter College,Clarkston Campus,555 N. Indian Creek Drive,Clarkston,GA,30021,4,"Public, 2-year",6395,10988,17383,,,,0,0,0,0,1,0,0,1,1
244437002,Georgia State University-Perimeter College,Dunwoody Campus,2101 Womack Road,Dunwoody,GA,30338,4,"Public, 2-year",6395,10988,17383,,,,0,0,0,0,0,0,0,1,1
244437003,Georgia State University-Perimeter College,Decatur Campus,3251 Panthersville Road,Decatur,GA,30034,4,"Public, 2-year",6395,10988,17383,,,,0,0,0,2,2,0,0,1,1
244437005,Georgia State University-Perimeter College,Newton Campus,239 Cedar Lane,Convington,GA,30014,4,"Public, 2-year",6395,10988,17383,,,,0,0,0,0,0,0,0,1,1
244437006,Georgia State University-Perimeter College,Alpharetta Campus,3705 Brookside Parkway,Alpharetta,GA,30022,4,"Public, 2-year",6395,10988,17383,,,,0,0,0,0,0,0,0,1,1
244446001,Georgia Piedmont Technical College,DeKalb Campus,495 N INDIAN CREEK DR,CLARKSTON,GA,300212397,4,"Public, 2-year",928,1687,2615,0,0,0,0,0,0,0,0,0,1,1,1
244446002,Georgia Piedmont Technical College,Regional Transportation Training Center,6720 Marbut Road,Lithonia,GA,30058,4,"Public, 2-year",928,1687,2615,0,0,0,0,0,0,0,0,0,1,1,1
244446003,Georgia Piedmont Technical College,"Newton A,B,C Campus",16200 Alcovy-Jersey Road,Covington,GA,30014,4,"Public, 2-year",928,1687,2615,0,0,0,0,0,0,0,0,0,1,1,1
244446004,Georgia Piedmont Technical College,Newton D and Conference Center,8100 Bob Williams Parkway,Covington,GA,30014,4,"Public, 2-year",928,1687,2615,0,0,0,0,0,0,0,0,0,1,1,1
244446005,Georgia Piedmont Technical College,Paul M. Starnes Center,1085 Montreal Road,Clarkston,GA,30021,4,"Public, 2-year",928,1687,2615,,,,,,,0,0,0,0,0,1
244446006,Georgia Piedmont Technical College,South DeKalb Campus,2460 Wesley Chapel Road,Decatur,GA,30032,4,"Public, 2-year",928,1687,2615,0,0,0,0,0,0,0,0,0,1,1,1
244613001,ETI School of Skilled Trades,ETI School of Skilled Trades,500 Joliet Road,Willowbrook,IL,60527,9,"Private for-profit, less-than 2-year",310,11,321,0,0,0,0,0,0,0,0,0,1,1,1
245281001,Traxlers School of Hair,Main Campus,2845 SUNCREST DR,JACKSON,MS,39212,9,"Private for-profit, less-than 2-year",50,33,83,0,0,0,0,0,0,0,0,0,1,1,1
245625001,Warren County Community College,Main Campus,475 RTE 57 WEST,WASHINGTON,NJ,078824343,4,"Public, 2-year",1377,1874,3251,0,0,0,0,0,0,0,0,0,1,1,1
245652001,St. John's College,St. John's College Santa Fe,1160 CAMINO de CRUZ BLANCA,Santa Fe,NM,87505,2,"Private nonprofit, 4-year or above",198,157,355,0,0,0,0,0,0,0,0,1,1,1,1
245777001,Bais Medrash Elyon,Main Campus,73 MAIN ST,MONSEY,NY,10952,2,"Private nonprofit, 4-year or above",91,0,91,0,0,0,0,0,0,0,0,0,1,1,1
245838001,Antioch University-Los Angeles,Main Campus,400 Corporate Pointe,Culver City,CA,902307615,2,"Private nonprofit, 4-year or above",251,673,924,0,0,0,0,0,0,0,0,0,1,1,1
245847001,Antioch University-Santa Barbara,Antioch University at Santa Barbara,602 Anacapa St.,SANTA BARBARA,CA,931011615,2,"Private nonprofit, 4-year or above",80,196,276,0,0,0,0,0,0,0,0,0,1,1,1
245865001,Antioch University-New England,Main Campus,40 AVON ST,KEENE,NH,03431,2,"Private nonprofit, 4-year or above",170,725,895,0,0,0,0,0,0,0,0,0,1,1,1
245883001,Antioch University-Seattle,Main Campus,"2400 3rd Ave, Suite 200",Seattle,WA,981211814,2,"Private nonprofit, 4-year or above",119,616,735,0,0,0,0,0,0,0,0,0,1,1,1
245892001,Antioch University-Midwest,Antioch University Midwest,900 Dayton St,Yellow Springs,OH,45387,2,"Private nonprofit, 4-year or above",,,,0,0,0,0,0,0,0,0,0,1,1,1
245953001,Mid-America Christian University,Mid-America Christian University,3500 SW 119TH ST,OKLAHOMA CITY,OK,731709797,2,"Private nonprofit, 4-year or above",724,1359,2083,0,0,0,0,0,0,0,0,0,1,1,1
245962001,Platt College,Platt College - Tulsa Campus,3801 S SHERIDAN,TULSA,OK,74145,6,"Private for-profit, 2-year",32,135,167,0,0,0,0,0,0,0,0,0,1,1,1
245980001,Ponca City Beauty College,PONCA CITY BEAUTY COLLEGE INC (245980,3010 N. 14th Street,PONCA CITY,OK,74601,9,"Private for-profit, less-than 2-year",2,26,28,0,0,0,0,0,0,0,0,0,1,1,1
245999001,Francis Tuttle Technology Center,Rockwell Campus,12777 N ROCKWELL AVE,OKLAHOMA CITY,OK,731422789,7,"Public, less-than 2-year",1040,985,2025,0,0,0,0,0,0,0,1,0,1,1,1
245999002,Francis Tuttle Technology Center,Francis Tuttle-Portland Campus,3500 NW 150th,Oklahoma City,OK,73134,7,"Public, less-than 2-year",1040,985,2025,0,0,0,0,0,0,0,0,0,1,1,1
245999003,Francis Tuttle Technology Center,Reno Campus,7301 West Reno Ave,Oklahoma City,OK,73127,7,"Public, less-than 2-year",1040,985,2025,0,1,0,0,0,0,0,0,0,1,1,1
246017001,Central Technology Center,Central Technology Center- Drumright Campus,3 COURT CIR,DRUMRIGHT,OK,74030,7,"Public, less-than 2-year",655,512,1167,0,0,0,0,0,0,0,0,0,1,1,1
246017002,Central Technology Center,Central Technology Center-Sapulpa Campus,1720 South Main,Sapulpa,OK,74066,7,"Public, less-than 2-year",655,512,1167,0,0,0,0,0,0,0,0,0,1,1,1
246035001,Carrington College-Portland,Carrington College-Portland,"2004 Lloyd Center, 3rd Floor",PORTLAND,OR,97232,9,"Private for-profit, less-than 2-year",35,295,330,0,0,0,0,0,0,0,0,0,1,1,1
246071001,Career Technology Center of Lackawanna County,Main Campus,3201 ROCKWELL AVE,SCRANTON,PA,18508,7,"Public, less-than 2-year",9,55,64,0,0,0,0,0,0,0,0,0,1,1,1
246345001,Houston Graduate School of Theology,Main Campus,4300-C West Bellfort,HOUSTON,TX,77035,2,"Private nonprofit, 4-year or above",46,85,131,0,0,0,0,0,0,0,0,0,1,1,1
246354001,Palo Alto College,Palo Alto College,1400 VILLARET,SAN ANTONIO,TX,782242499,4,"Public, 2-year",4295,6898,11193,0,0,0,1,2,0,0,0,0,1,1,1
246406001,Sebring Career Schools-Huntsville,Branch Campus,2505 Lake Rd. Suite 1,HUNTSVILLE,TX,77340,9,"Private for-profit, less-than 2-year",3,23,26,0,0,0,0,0,0,0,0,0,1,1,1
246415001,UCAS University of Cosmetology Arts & Sciences-San Antonio 410,University of Cosmetology Arts & Sciences,"4522 Fredericksburg Road, A-85",SAN ANTONIO,TX,78201,9,"Private for-profit, less-than 2-year",8,52,60,0,0,0,0,0,0,0,0,0,1,1,1
246460001,Central Texas Beauty College-Round Rock,Main Campus,1400 N. Mays St.,ROUND ROCK,TX,786644604,9,"Private for-profit, less-than 2-year",16,140,156,0,0,0,0,0,0,0,0,0,1,1,1
246789001,Unification Theological Seminary,Main Campus,109 Seminary Dr.,Barrytown,NY,12507,2,"Private nonprofit, 4-year or above",77,53,130,0,0,0,0,0,0,0,0,0,1,1,1
246789002,Unification Theological Seminary,Manhattan Location ,Manhattan Campus ,Manhattan,NY,10036,2,"Private nonprofit, 4-year or above",77,53,130,,,,,,,0,0,0,0,0,1
246813001,Athens Technical College,Athens Technical College - Athens,800 US Highway 29 N,ATHENS,GA,306011500,4,"Public, 2-year",1444,2850,4294,0,0,0,0,0,0,0,1,0,1,1,1
246813002,Athens Technical College,Elbert County Campus,1317 Athens Highway,Elberton,GA,30635,4,"Public, 2-year",1444,2850,4294,0,0,0,0,0,0,0,0,0,1,1,1
246813003,Athens Technical College,Greene County Campus,1051 Athens Highway,Greensboro,GA,30642,4,"Public, 2-year",1444,2850,4294,0,0,0,0,0,0,0,0,0,1,1,1
246813004,Athens Technical College,Hart County Adult Learning Center,110 Benson Street,Hartwell,GA,30643,4,"Public, 2-year",1444,2850,4294,0,0,0,0,0,0,0,0,0,1,1,1
246813005,Athens Technical College,Madison County Adult Learning Center,282 Spring Circle,Comer,GA,30629,4,"Public, 2-year",1444,2850,4294,0,0,0,0,0,0,0,0,0,1,1,1
246813006,Athens Technical College,Oconee County Adult Learning Center,1112 Experiment Station Road,Watkinsville,GA,30677,4,"Public, 2-year",1444,2850,4294,0,0,0,0,0,0,0,0,0,1,1,1
246813007,Athens Technical College,Oglethorpe County Adult Learning Center,29 Oglethorpe Dr.,Crawford,GA,30630,4,"Public, 2-year",1444,2850,4294,0,0,0,0,0,0,0,0,0,1,1,1
246813008,Athens Technical College,Taliaferro County Adult Learning Center,116 Commerce Street,Crawfordville,GA,30631,4,"Public, 2-year",1444,2850,4294,0,0,0,0,0,0,0,0,0,1,1,1
246813009,Athens Technical College,Walton County Campus,212 Bryant Road,Monroe,GA,30655,4,"Public, 2-year",1444,2850,4294,0,0,0,0,0,0,0,0,0,1,1,1
246813010,Athens Technical College,Wilkes County Adult Learning Center,1024 E. Robert Toombs Ave.,Washington,GA,30673,4,"Public, 2-year",1444,2850,4294,0,0,0,0,0,0,0,0,0,1,1,1
246813011,Athens Technical College,Clarke County Adult Learning Center,440-3 Dearing Extension,Athens,GA,30606,4,"Public, 2-year",1444,2850,4294,0,0,0,0,0,0,0,0,0,1,1,1
246895001,GateWay Community College-Central City,GateWay Community College Central City Campus,1245 E BUCKEYE Rd,PHOENIX,AZ,850344101,7,"Public, less-than 2-year",165,359,524,0,0,0,0,0,0,0,0,0,1,1,1
246974001,Carrington College-San Leandro Campus,Carrington College-San Leandro Campus- Main Campus,15555 East 14th Street,San Leandro,CA,945783711,6,"Private for-profit, 2-year",30,229,259,,,,,,,0,0,0,0,0,1
247010001,Headmasters School of Hair Design,Main Campus,602 MAIN ST,LEWISTON,ID,83501,9,"Private for-profit, less-than 2-year",1,61,62,0,0,0,0,0,0,0,0,0,1,1,1
247047001,The Salon Professional Academy-Nampa,Main Campus,120 HOLLY ST,NAMPA,ID,836865104,6,"Private for-profit, 2-year",1,90,91,0,0,0,0,0,0,0,0,0,1,1,1
247065001,Beckfield College-Florence,Main Campus,16 Spiral Drive,Florence,KY,41042,3,"Private for-profit, 4-year or above",50,698,748,0,0,0,0,0,0,0,0,0,1,1,1
247153001,Dorsey School of Business-Wayne,Dorsey College - Wayne,35005 W. Michigan Avenue,WAYNE,MI,48184,9,"Private for-profit, less-than 2-year",71,182,253,0,0,0,0,0,0,0,0,0,1,1,1
247162001,Ecumenical Theological Seminary,Main Campus,2930 Woodward Avenue,Detroit,MI,48201,2,"Private nonprofit, 4-year or above",36,40,76,0,0,0,0,0,0,0,0,0,1,1,1
247409001,Ross Medical Education Center-Saginaw,Ross Medical Education Center,"4300 Fashion Square Blvd., Suite 202",SAGINAW,MI,48603,9,"Private for-profit, less-than 2-year",8,123,131,0,0,0,0,0,0,0,0,0,1,1,1
247603001,Sussex County Community College,Sussex County Community College,One Colleg Hill Road,Newton,NJ,07860,4,"Public, 2-year",1065,1125,2190,0,1,0,0,0,0,0,0,0,1,1,1
247649001,Landmark College,Main Campus,19 RIVER RD SOUTH,PUTNEY,VT,05346,2,"Private nonprofit, 4-year or above",347,212,559,0,1,0,0,0,0,0,0,0,1,1,1
247773001,Yeshiva Gedolah of Greater Detroit,Main Campus,24600 GREENFIELD RD,OAK PARK,MI,48237,2,"Private nonprofit, 4-year or above",55,0,55,0,0,0,0,0,0,0,0,0,1,1,1
247825001,Austin Graduate School of Theology,Austin Center,7640 Guadalupe St,AUSTIN,TX,78752,2,"Private nonprofit, 4-year or above",13,8,21,0,0,0,0,0,0,0,0,0,1,1,1
247834001,Collin County Community College District,McKinney Campus ,2200 W UNIVERSITY DR,MCKINNEY,TX,75070,1,"Public, 4-year or above",15112,20278,35390,0,0,0,0,0,0,0,0,0,1,1,1
247834002,Collin County Community College District,Plano Campus ,2800 E. Spring Creek,Plano,TX,75074,1,"Public, 4-year or above",15112,20278,35390,0,1,1,1,0,1,0,0,2,1,1,1
247834003,Collin County Community College District,Frisco Campus ,9700 Wade Blvd.,Frisco,TX,75035,1,"Public, 4-year or above",15112,20278,35390,0,0,0,0,0,0,0,0,0,1,1,1
247834004,Collin County Community College District,Collin College Higher Education Center,3452 Spur 399,McKinney,TX,75069,1,"Public, 4-year or above",15112,20278,35390,0,0,0,0,0,0,0,0,0,1,1,1
247834005,Collin County Community College District,Collin College Courtyard Center,4800 Preston Park Blvd,Plano,TX,75093,1,"Public, 4-year or above",15112,20278,35390,0,0,0,0,0,0,0,0,0,1,1,1
247834006,Collin County Community College District,Rockwall Higher Education Center,2301 S. John King Blvd. ,Rockwall,TX,75032,1,"Public, 4-year or above",15112,20278,35390,0,0,0,0,0,0,0,0,0,1,1,1
247834007,Collin County Community College District,Public Safety Training Center,3600 Redbud Blvd,McKinney,TX,75069,1,"Public, 4-year or above",15112,20278,35390,0,0,0,0,0,0,0,0,0,1,1,1
247940001,Owensboro Community and Technical College,Main Campus,4800 NEW HARTFORD RD,OWENSBORO,KY,42303,4,"Public, 2-year",1785,2116,3901,0,0,0,0,0,0,0,0,0,1,1,1
247940002,Owensboro Community and Technical College,Downtown Campus,1501 Frederica Street,Owensboro,KY,42301,4,"Public, 2-year",1785,2116,3901,0,0,0,0,0,0,0,0,0,1,1,1
247940003,Owensboro Community and Technical College,Southeastern Campus,1901 Southeastern Parkway,Owensboro,KY,42303,4,"Public, 2-year",1785,2116,3901,0,0,0,0,0,0,0,0,0,1,1,1
248192001,Jenny Lea Academy of Cosmetology,JENNY LEA ACADEMY OF COSMETOLOGY,74  Parkway Plaza Loop,Whitesburg,KY,41858,6,"Private for-profit, 2-year",0,31,31,0,0,0,0,0,0,0,0,0,1,1,1
248527001,Cloyd's Beauty School 3 Inc,Main Campus,2514 FERRAND ST,MONROE,LA,71201,9,"Private for-profit, less-than 2-year",2,73,75,0,0,0,0,0,0,0,0,0,1,1,1
248606001,Moore Norman Technology Center,Franklin Road Campus,4701 12TH AVE NW,NORMAN,OK,730698399,4,"Public, 2-year",917,476,1393,0,0,0,0,0,0,0,0,0,1,1,1
248624001,Fayette County Career & Technical Institute Practical Nursing Program,Main Campus,175 GEORGES FAIRCHANCE RD,UNIONTOWN,PA,15401,7,"Public, less-than 2-year",6,93,99,0,1,0,0,0,0,1,0,0,1,1,1
248633001,Franklin County Career and Technology Center,Franklin County Career and Technology Center Practical Nursing Program,2463 Loop Road,Chambersburg,PA,172028895,7,"Public, less-than 2-year",2,60,62,0,0,0,0,0,0,0,0,0,1,1,1
248660001,Paul Mitchell the School-Knoxville,Main Campus,8380 Kingston Pike,KNOXVILLE,TN,379195449,9,"Private for-profit, less-than 2-year",33,131,164,0,0,0,0,0,0,0,0,0,1,1,1
248703001,Ogle School Hair Skin Nails-Hurst,Ogle School Hair Skin Nails,720-B ARCADIA STREET,HURST,TX,760534650,9,"Private for-profit, less-than 2-year",2,150,152,0,0,0,0,0,0,0,0,0,1,1,1
248925001,Tennessee College of Applied Technology Nashville,Tennessee College of Applied Technology Nashville,100 WHITE BRIDGE RD,NASHVILLE,TN,37209,4,"Public, 2-year",483,332,815,0,0,0,0,0,0,0,0,0,1,1,1
248934001,ECPI University,ECPI University - Virginia Beach,5555 GREENWICH RD STE 300,VIRGINIA BEACH,VA,23462,3,"Private for-profit, 4-year or above",5589,8764,14353,0,0,0,0,1,0,0,0,0,1,1,1
248934002,ECPI University,ECPI University - Newport News,1001 Omni Boulevard,Newport News,VA,23606,3,"Private for-profit, 4-year or above",5589,8764,14353,0,0,0,0,0,0,0,0,0,1,1,1
248934003,ECPI University,ECPI University - Greensboro,7802 Airport Center Drive,Greensboro,NC,27409,3,"Private for-profit, 4-year or above",5589,8764,14353,0,0,0,0,0,0,0,0,0,1,1,1
248934004,ECPI University,ECPI University - Charlotte,4800 Airport Center Parkway,Charlotte,NC,28208,3,"Private for-profit, 4-year or above",5589,8764,14353,0,0,0,0,0,0,0,0,0,1,1,1
248934005,ECPI University,ECPI University - Greenville,1001 Keys Drive Suite 100,Greenville,SC,296154232,3,"Private for-profit, 4-year or above",5589,8764,14353,0,0,0,0,0,0,0,0,0,1,1,1
248934006,ECPI University,ECPI University - Manassas,10021 Balls Ford Rd,Manassas,VA,20109,3,"Private for-profit, 4-year or above",5589,8764,14353,0,0,0,0,0,0,0,0,0,1,1,1
248934008,ECPI University,ECPI University - Raleigh,4101 Doie Cope Road,Raleigh,NC,27613,3,"Private for-profit, 4-year or above",5589,8764,14353,0,0,0,0,0,0,0,0,0,1,1,1
248934009,ECPI University,ECPI University - Charleston,7410 Northside Drive #G101,North Charleston,SC,29420,3,"Private for-profit, 4-year or above",5589,8764,14353,0,0,0,0,0,0,0,0,0,1,1,1
248934010,ECPI University,ECPI University - Columbia,250 Berryhill Rd #300,Columbia,SC,29210,3,"Private for-profit, 4-year or above",5589,8764,14353,0,0,0,0,0,0,0,0,0,1,1,1
248934012,ECPI University,ECPI University - Norfolk (Culinary Institute of Virginia),2428 Almeda Avenue,Norfolk,VA,23513,3,"Private for-profit, 4-year or above",5589,8764,14353,0,0,0,0,0,0,0,0,0,1,1,1
248934014,ECPI University,ECPI University - Richmond (South),"800 Moorefield Park Drive, Suite 100",Richmond,VA,232363659,3,"Private for-profit, 4-year or above",5589,8764,14353,0,0,0,0,0,0,0,0,0,1,1,1
248934015,ECPI University,ECPI University - Richmond (Innsbrook),4305 Cox Road,Glen Allen,VA,230603359,3,"Private for-profit, 4-year or above",5589,8764,14353,0,0,0,0,0,0,0,0,0,1,1,1
248934016,ECPI University,ECPI University - Richmond (West),"2809 Emerywood Pkwy, Suite 400",Richmond,VA,232943730,3,"Private for-profit, 4-year or above",5589,8764,14353,0,0,0,0,2,0,0,0,0,1,1,1
248934017,ECPI University,ECPI University - Newport News (Culinary Institute of Virginia),11850 Merchants Walk,Newport News,VA,23606,3,"Private for-profit, 4-year or above",5589,8764,14353,0,0,0,0,0,0,0,0,0,1,1,1
248934019,ECPI University,ECPI University-Roanoke,5234 Airport Road,Roanoke,VA,24012,3,"Private for-profit, 4-year or above",5589,8764,14353,0,0,0,0,0,0,0,0,0,1,1,1
248934020,ECPI University,ECPI University-Orlando,660 Century Point Suite 1050,Lake Mary,FL,32746,3,"Private for-profit, 4-year or above",5589,8764,14353,0,0,0,0,0,0,0,0,0,1,1,1
248934021,ECPI University,ECPI University-San Antonio,4715 Fredericksburg Road,San Antonio,TX,78229,3,"Private for-profit, 4-year or above",5589,8764,14353,,,,,,,0,0,0,0,0,1
249061001,Ms Roberts Academy of Beauty Culture,Ms Roberts Academy of Beauty Culture- Main Campus,"552 N Mannheim Rd, suite a",Hillside,IL,60162,9,"Private for-profit, less-than 2-year",1,43,44,,,,,,,0,0,0,0,0,1
249238001,Paul Mitchell the School-Houston,Paul Mitchell the School Houston,"10516 Katy Fwy, Suite A",HOUSTON,TX,77043,9,"Private for-profit, less-than 2-year",23,336,359,0,0,0,0,0,0,0,0,0,1,1,1
249609001,Fortis Institute-Forty Fort,Fortis Institute,166 SLOCUM STREET,FORTY FORT,PA,187042936,6,"Private for-profit, 2-year",104,78,182,0,0,0,0,0,0,0,0,0,1,1,1
249609002,Fortis Institute-Forty Fort,Fortis Institute - Plains,90 Eugene Drive,Plains,PA,18705,6,"Private for-profit, 2-year",104,78,182,0,0,0,0,0,0,0,0,0,1,1,1
250027001,Laurel Business Institute,Main Campus,11 East Penn Street,Uniontown,PA,15401,6,"Private for-profit, 2-year",86,152,238,0,0,0,0,0,0,0,0,0,1,1,1
250027002,Laurel Business Institute,Laurel Business Institute WV,"40 Commerce Drive, Suite 202",Westover,WV,26501,6,"Private for-profit, 2-year",86,152,238,0,0,0,0,0,0,0,0,0,1,1,1
250285001,Aviation Institute of Maintenance-Philadelphia,Aviation Institute of Maintenance,3001 Grant Avenue,Philadelphia,PA,19114,6,"Private for-profit, 2-year",325,33,358,0,0,0,0,0,0,0,0,0,1,1,1
