"VariableName","Value","ValueLabel"
"Data Feedback Report comparison group created by NCES (HD2019)","229","Degree-granting 4-year public in Puerto Rico"
"Data Feedback Report comparison group created by NCES (HD2019)","230","Degree-granting private not-for-profit in Puerto Rico/1 of 2"
"Data Feedback Report comparison group created by NCES (HD2019)","231","Degree-granting private not-for-profit in Puerto Rico/2 of 2"
"Data Feedback Report comparison group created by NCES (HD2019)","232","Degree-granting private for-profit in Puerto Rico"
"Data Feedback Report comparison group created by NCES (HD2019)","233","Nondegree-granting private for-profit or not-for-profit in Puerto Rico/1 of 2"
"Data Feedback Report comparison group created by NCES (HD2019)","234","Nondegree-granting private for-profit or not-for-profit in Puerto Rico/2 of 2"
"Data Feedback Report comparison group created by NCES (HD2019)","223","Degree-granting four-year in jurisdictions other than Puerto Rico"
"Data Feedback Report comparison group created by NCES (HD2019)","224","Degree-granting less-than 4-year public in Puerto Rico or other jurisdictions"
"Data Feedback Report comparison group created by NCES (HD2019)","210","Non-Title IV, degree-granting"
"Data Feedback Report comparison group created by NCES (HD2019)","211","Non-Title IV, nondegree-granting, largest program - cosmetology"
"Data Feedback Report comparison group created by NCES (HD2019)","212","Non-Title IV, nondegree-granting, largest program - health"
"Data Feedback Report comparison group created by NCES (HD2019)","213","Non-Title IV, nondegree-granting, largest program - other"
"Data Feedback Report comparison group created by NCES (HD2019)","-1","Non-Title IV institution, that did not respond to all component surveys"
"Data Feedback Report comparison group created by NCES (HD2019)","-2","Not applicable, institution is inactive or adminstrative unit"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","1","Associate's Colleges: High Transfer"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","2","Associate's Colleges: Mixed Transfer/Career & Technical"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","3","Associate's Colleges: High Career & Technical"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","4","Special Focus: Two-Year Institution"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","5","Baccalaureate/Associates Colleges"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","6","Arts & sciences focus, no graduate coexistence"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","7","Arts & sciences focus, some graduate coexistence"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","8","Arts & sciences focus, high graduate coexistence"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","9","Arts & sciences plus professions, no graduate coexistence"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","10","Arts & sciences plus professions, some graduate coexistence"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","11","Arts & sciences plus professions, high graduate coexistence"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","12","Balanced arts & sciences/professions, no graduate coexistence"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","13","Balanced arts & sciences/professions, some graduate coexistence"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","14","Balanced arts & sciences/professions, high graduate coexistence"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","15","Professions plus arts & sciences, no graduate coexistence"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","16","Professions plus arts & sciences, some graduate coexistence"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","17","Professions plus arts & sciences, high graduate coexistence"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","18","Professions focus, no graduate coexistence"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","19","Professions focus, some graduate coexistence"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","20","Professions focus, high graduate coexistence"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","0","Not Classified (Exclusively Graduate Programs)"
"Carnegie Classification 2018: Undergraduate Instructional Program (HD2019)","-2","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)"
"Carnegie Classification 2018: Graduate Instructional Program (HD2019)","1","Postbaccalaureate: Single program-Education"
"Carnegie Classification 2018: Graduate Instructional Program (HD2019)","2","Postbaccalaureate: Single program-Business"
"Carnegie Classification 2018: Graduate Instructional Program (HD2019)","3","Postbaccalaureate: Single program-Other"
"Carnegie Classification 2018: Graduate Instructional Program (HD2019)","4","Postbaccalaureate: Comprehensive programs"
"Carnegie Classification 2018: Graduate Instructional Program (HD2019)","5","Postbaccalaureate: Arts & sciences-dominant"
"Carnegie Classification 2018: Graduate Instructional Program (HD2019)","6","Postbaccalaureate: Education-dominant, with Arts & Sciences"
"Carnegie Classification 2018: Graduate Instructional Program (HD2019)","7","Postbaccalaureate: Business-dominant, with Arts & Sciences"
"Carnegie Classification 2018: Graduate Instructional Program (HD2019)","8","Postbaccalaureate: Other-dominant, with Arts & Sciences"
"Carnegie Classification 2018: Graduate Instructional Program (HD2019)","9","Postbaccalaureate: Education-dominant, with other professional programs"
"Carnegie Classification 2018: Graduate Instructional Program (HD2019)","10","Postbaccalaureate: Business-dominant, with other professional programs"
"Carnegie Classification 2018: Graduate Instructional Program (HD2019)","11","Postbaccalaureate: Other-dominant, with other professional programs"
"Carnegie Classification 2018: Graduate Instructional Program (HD2019)","12","Research Doctoral: Single program-Education"
"Carnegie Classification 2018: Graduate Instructional Program (HD2019)","13","Research Doctoral: Single program-Other"
"Carnegie Classification 2018: Graduate Instructional Program (HD2019)","14","Research Doctoral: Comprehensive programs, with medical/veterinary school"
"Carnegie Classification 2018: Graduate Instructional Program (HD2019)","15","Research Doctoral: Comprehensive programs, no medical/veterinary school"
"Carnegie Classification 2018: Graduate Instructional Program (HD2019)","16","Research Doctoral: Humanities/social sciences-dominant"
"Carnegie Classification 2018: Graduate Instructional Program (HD2019)","17","Research Doctoral: STEM-dominant"
"Carnegie Classification 2018: Graduate Instructional Program (HD2019)","18","Research Doctoral: Professional-dominant"
"Carnegie Classification 2018: Graduate Instructional Program (HD2019)","0","Not classified (Exclusively Undergraduate)"
"Carnegie Classification 2018: Graduate Instructional Program (HD2019)","-2","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)"
"Carnegie Classification 2018: Undergraduate Profile (HD2019)","1","Two-year, higher part-time"
"Carnegie Classification 2018: Undergraduate Profile (HD2019)","2","Two-year, mixed part/full-time"
"Carnegie Classification 2018: Undergraduate Profile (HD2019)","3","Two-year, medium full-time"
"Carnegie Classification 2018: Undergraduate Profile (HD2019)","4","Two-year, higher full-time"
"Carnegie Classification 2018: Undergraduate Profile (HD2019)","5","Four-year, higher part-time"
"Carnegie Classification 2018: Undergraduate Profile (HD2019)","6","Four-year, medium full-time, inclusive, lower transfer-in"
"Carnegie Classification 2018: Undergraduate Profile (HD2019)","7","Four-year, medium full-time, inclusive, higher transfer-in"
"Carnegie Classification 2018: Undergraduate Profile (HD2019)","8","Four-year, medium full-time, selective, lower transfer-in"
"Carnegie Classification 2018: Undergraduate Profile (HD2019)","9","Four-year, medium full-time , selective, higher transfer-in"
"Carnegie Classification 2018: Undergraduate Profile (HD2019)","10","Four-year, full-time, inclusive, lower transfer-in"
"Carnegie Classification 2018: Undergraduate Profile (HD2019)","11","Four-year, full-time, inclusive, higher transfer-in"
"Carnegie Classification 2018: Undergraduate Profile (HD2019)","12","Four-year, full-time, selective, lower transfer-in"
"Carnegie Classification 2018: Undergraduate Profile (HD2019)","13","Four-year, full-time, selective, higher transfer-in"
"Carnegie Classification 2018: Undergraduate Profile (HD2019)","14","Four-year, full-time, more selective, lower transfer-in"
"Carnegie Classification 2018: Undergraduate Profile (HD2019)","15","Four-year, full-time, more selective, higher transfer-in"
"Carnegie Classification 2018: Undergraduate Profile (HD2019)","0","Not classified (Exclusively Graduate)"
"Carnegie Classification 2018: Undergraduate Profile (HD2019)","-2","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)"
"Carnegie Classification 2018: Enrollment Profile (HD2019)","1","Exclusively undergraduate two-year"
"Carnegie Classification 2018: Enrollment Profile (HD2019)","2","Exclusively undergraduate four-year"
"Carnegie Classification 2018: Enrollment Profile (HD2019)","3","Very high undergraduate"
"Carnegie Classification 2018: Enrollment Profile (HD2019)","4","High undergraduate"
"Carnegie Classification 2018: Enrollment Profile (HD2019)","5","Majority undergraduate"
"Carnegie Classification 2018: Enrollment Profile (HD2019)","6","Majority graduate"
"Carnegie Classification 2018: Enrollment Profile (HD2019)","7","Exclusively graduate"
"Carnegie Classification 2018: Enrollment Profile (HD2019)","-2","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)"
"Carnegie Classification 2018: Size and Setting (HD2019)","1","Two-year, very small"
"Carnegie Classification 2018: Size and Setting (HD2019)","2","Two-year, small"
"Carnegie Classification 2018: Size and Setting (HD2019)","3","Two-year, medium"
"Carnegie Classification 2018: Size and Setting (HD2019)","4","Two-year, large"
"Carnegie Classification 2018: Size and Setting (HD2019)","5","Two-year, very large"
"Carnegie Classification 2018: Size and Setting (HD2019)","6","Four-year, very small, primarily nonresidential"
"Carnegie Classification 2018: Size and Setting (HD2019)","7","Four-year, very small, primarily residential"
"Carnegie Classification 2018: Size and Setting (HD2019)","8","Four-year, very small, highly residential"
"Carnegie Classification 2018: Size and Setting (HD2019)","9","Four-year, small, primarily nonresidential"
"Carnegie Classification 2018: Size and Setting (HD2019)","10","Four-year, small, primarily residential"
"Carnegie Classification 2018: Size and Setting (HD2019)","11","Four-year, small, highly residential"
"Carnegie Classification 2018: Size and Setting (HD2019)","12","Four-year, medium, primarily nonresidential"
"Carnegie Classification 2018: Size and Setting (HD2019)","13","Four-year, medium, primarily residential"
"Carnegie Classification 2018: Size and Setting (HD2019)","14","Four-year, medium, highly residential"
"Carnegie Classification 2018: Size and Setting (HD2019)","15","Four-year, large, primarily nonresidential"
"Carnegie Classification 2018: Size and Setting (HD2019)","16","Four-year, large, primarily residential"
"Carnegie Classification 2018: Size and Setting (HD2019)","17","Four-year, large, highly residential"
"Carnegie Classification 2018: Size and Setting (HD2019)","18","Exclusively graduate/professional"
"Carnegie Classification 2018: Size and Setting (HD2019)","-2","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)"
"Carnegie Classification 2018: Basic (HD2019)","1","Associate's Colleges: High Transfer-High Traditional"
"Carnegie Classification 2018: Basic (HD2019)","2","Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional"
"Carnegie Classification 2018: Basic (HD2019)","3","Associate's Colleges: High Transfer-High Nontraditional"
"Carnegie Classification 2018: Basic (HD2019)","4","Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional"
"Carnegie Classification 2018: Basic (HD2019)","5","Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional"
"Carnegie Classification 2018: Basic (HD2019)","6","Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional"
"Carnegie Classification 2018: Basic (HD2019)","7","Associate's Colleges: High Career & Technical-High Traditional"
"Carnegie Classification 2018: Basic (HD2019)","8","Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional"
"Carnegie Classification 2018: Basic (HD2019)","9","Associate's Colleges: High Career & Technical-High Nontraditional"
"Carnegie Classification 2018: Basic (HD2019)","10","Special Focus Two-Year: Health Professions"
"Carnegie Classification 2018: Basic (HD2019)","11","Special Focus Two-Year: Technical Professions"
"Carnegie Classification 2018: Basic (HD2019)","12","Special Focus Two-Year: Arts & Design"
"Carnegie Classification 2018: Basic (HD2019)","13","Special Focus Two-Year: Other Fields"
"Carnegie Classification 2018: Basic (HD2019)","14","Baccalaureate/Associate's Colleges: Associate's Dominant"
"Carnegie Classification 2018: Basic (HD2019)","15","Doctoral Universities: Very High Research Activity
"
"Carnegie Classification 2018: Basic (HD2019)","16","Doctoral Universities: High Research Activity
"
"Carnegie Classification 2018: Basic (HD2019)","17","Doctoral/Professional Universities
"
"Carnegie Classification 2018: Basic (HD2019)","18","Master's Colleges & Universities: Larger Programs"
"Carnegie Classification 2018: Basic (HD2019)","19","Master's Colleges & Universities: Medium Programs"
"Carnegie Classification 2018: Basic (HD2019)","20","Master's Colleges & Universities: Small Programs"
"Carnegie Classification 2018: Basic (HD2019)","21","Baccalaureate Colleges: Arts & Sciences Focus"
"Carnegie Classification 2018: Basic (HD2019)","22","Baccalaureate Colleges: Diverse Fields"
"Carnegie Classification 2018: Basic (HD2019)","23","Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's"
"Carnegie Classification 2018: Basic (HD2019)","24","Special Focus Four-Year: Faith-Related Institutions"
"Carnegie Classification 2018: Basic (HD2019)","25","Special Focus Four-Year: Medical Schools & Centers"
"Carnegie Classification 2018: Basic (HD2019)","26","Special Focus Four-Year: Other Health Professions Schools"
"Carnegie Classification 2018: Basic (HD2019)","27","Special Focus Four-Year: Engineering Schools"
"Carnegie Classification 2018: Basic (HD2019)","28","Special Focus Four-Year: Other Technology-Related Schools"
"Carnegie Classification 2018: Basic (HD2019)","29","Special Focus Four-Year: Business & Management Schools"
"Carnegie Classification 2018: Basic (HD2019)","30","Special Focus Four-Year: Arts, Music & Design Schools"
"Carnegie Classification 2018: Basic (HD2019)","31","Special Focus Four-Year: Law Schools"
"Carnegie Classification 2018: Basic (HD2019)","32","Special Focus Four-Year: Other Special Focus Institutions"
"Carnegie Classification 2018: Basic (HD2019)","33","Tribal Colleges"
"Carnegie Classification 2018: Basic (HD2019)","-2","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)"
"Data Feedback Report - Institution submitted a custom comparison group (HD2019)","1","Yes, institution submitted a custom comparison group"
"Data Feedback Report - Institution submitted a custom comparison group (HD2019)","2","No, institution did not submit a custom comparison group"
"Data Feedback Report - Institution submitted a custom comparison group (HD2019)","-1","Not reported"
"Data Feedback Report - Institution submitted a custom comparison group (HD2019)","-2","Not applicable"
"Core Based Statistical Area (CBSA) (HD2019)","10100","Aberdeen, SD"
"Core Based Statistical Area (CBSA) (HD2019)","10140","Aberdeen, WA"
"Core Based Statistical Area (CBSA) (HD2019)","10180","Abilene, TX"
"Core Based Statistical Area (CBSA) (HD2019)","10220","Ada, OK"
"Core Based Statistical Area (CBSA) (HD2019)","10300","Adrian, MI"
"Core Based Statistical Area (CBSA) (HD2019)","10380","Aguadilla-Isabela, PR"
"Core Based Statistical Area (CBSA) (HD2019)","10420","Akron, OH"
"Core Based Statistical Area (CBSA) (HD2019)","10460","Alamogordo, NM"
"Core Based Statistical Area (CBSA) (HD2019)","10500","Albany, GA"
"Core Based Statistical Area (CBSA) (HD2019)","10540","Albany-Lebanon, OR"
"Core Based Statistical Area (CBSA) (HD2019)","10580","Albany-Schenectady-Troy, NY"
"Core Based Statistical Area (CBSA) (HD2019)","10620","Albemarle, NC"
"Core Based Statistical Area (CBSA) (HD2019)","10700","Albertville, AL"
"Core Based Statistical Area (CBSA) (HD2019)","10740","Albuquerque, NM"
"Core Based Statistical Area (CBSA) (HD2019)","10760","Alexander City, AL"
"Core Based Statistical Area (CBSA) (HD2019)","10780","Alexandria, LA"
"Core Based Statistical Area (CBSA) (HD2019)","10820","Alexandria, MN"
"Core Based Statistical Area (CBSA) (HD2019)","10900","Allentown-Bethlehem-Easton, PA-NJ"
"Core Based Statistical Area (CBSA) (HD2019)","10940","Alma, MI"
"Core Based Statistical Area (CBSA) (HD2019)","10980","Alpena, MI"
"Core Based Statistical Area (CBSA) (HD2019)","11020","Altoona, PA"
"Core Based Statistical Area (CBSA) (HD2019)","11060","Altus, OK"
"Core Based Statistical Area (CBSA) (HD2019)","11100","Amarillo, TX"
"Core Based Statistical Area (CBSA) (HD2019)","11140","Americus, GA"
"Core Based Statistical Area (CBSA) (HD2019)","11180","Ames, IA"
"Core Based Statistical Area (CBSA) (HD2019)","11220","Amsterdam, NY"
"Core Based Statistical Area (CBSA) (HD2019)","11260","Anchorage, AK"
"Core Based Statistical Area (CBSA) (HD2019)","11420","Angola, IN"
"Core Based Statistical Area (CBSA) (HD2019)","11460","Ann Arbor, MI"
"Core Based Statistical Area (CBSA) (HD2019)","11500","Anniston-Oxford, AL"
"Core Based Statistical Area (CBSA) (HD2019)","11540","Appleton, WI"
"Core Based Statistical Area (CBSA) (HD2019)","11620","Ardmore, OK"
"Core Based Statistical Area (CBSA) (HD2019)","11640","Arecibo, PR"
"Core Based Statistical Area (CBSA) (HD2019)","11660","Arkadelphia, AR"
"Core Based Statistical Area (CBSA) (HD2019)","11700","Asheville, NC"
"Core Based Statistical Area (CBSA) (HD2019)","11740","Ashland, OH"
"Core Based Statistical Area (CBSA) (HD2019)","11780","Ashtabula, OH"
"Core Based Statistical Area (CBSA) (HD2019)","11820","Astoria, OR"
"Core Based Statistical Area (CBSA) (HD2019)","11860","Atchison, KS"
"Core Based Statistical Area (CBSA) (HD2019)","11900","Athens, OH"
"Core Based Statistical Area (CBSA) (HD2019)","11940","Athens, TN"
"Core Based Statistical Area (CBSA) (HD2019)","11980","Athens, TX"
"Core Based Statistical Area (CBSA) (HD2019)","12020","Athens-Clarke County, GA"
"Core Based Statistical Area (CBSA) (HD2019)","12060","Atlanta-Sandy Springs-Alpharetta, GA"
"Core Based Statistical Area (CBSA) (HD2019)","12100","Atlantic City-Hammonton, NJ"
"Core Based Statistical Area (CBSA) (HD2019)","12180","Auburn, NY"
"Core Based Statistical Area (CBSA) (HD2019)","12220","Auburn-Opelika, AL"
"Core Based Statistical Area (CBSA) (HD2019)","12260","Augusta-Richmond County, GA-SC"
"Core Based Statistical Area (CBSA) (HD2019)","12300","Augusta-Waterville, ME"
"Core Based Statistical Area (CBSA) (HD2019)","12380","Austin, MN"
"Core Based Statistical Area (CBSA) (HD2019)","12420","Austin-Round Rock-Georgetown, TX"
"Core Based Statistical Area (CBSA) (HD2019)","12540","Bakersfield, CA"
"Core Based Statistical Area (CBSA) (HD2019)","12580","Baltimore-Columbia-Towson, MD"
"Core Based Statistical Area (CBSA) (HD2019)","12620","Bangor, ME"
"Core Based Statistical Area (CBSA) (HD2019)","12660","Baraboo, WI"
"Core Based Statistical Area (CBSA) (HD2019)","12700","Barnstable Town, MA"
"Core Based Statistical Area (CBSA) (HD2019)","12740","Barre, VT"
"Core Based Statistical Area (CBSA) (HD2019)","12780","Bartlesville, OK"
"Core Based Statistical Area (CBSA) (HD2019)","12860","Batavia, NY"
"Core Based Statistical Area (CBSA) (HD2019)","12900","Batesville, AR"
"Core Based Statistical Area (CBSA) (HD2019)","12940","Baton Rouge, LA"
"Core Based Statistical Area (CBSA) (HD2019)","12980","Battle Creek, MI"
"Core Based Statistical Area (CBSA) (HD2019)","13020","Bay City, MI"
"Core Based Statistical Area (CBSA) (HD2019)","13140","Beaumont-Port Arthur, TX"
"Core Based Statistical Area (CBSA) (HD2019)","13180","Beaver Dam, WI"
"Core Based Statistical Area (CBSA) (HD2019)","13220","Beckley, WV"
"Core Based Statistical Area (CBSA) (HD2019)","13300","Beeville, TX"
"Core Based Statistical Area (CBSA) (HD2019)","13380","Bellingham, WA"
"Core Based Statistical Area (CBSA) (HD2019)","13420","Bemidji, MN"
"Core Based Statistical Area (CBSA) (HD2019)","13460","Bend, OR"
"Core Based Statistical Area (CBSA) (HD2019)","13540","Bennington, VT"
"Core Based Statistical Area (CBSA) (HD2019)","13620","Berlin, NH"
"Core Based Statistical Area (CBSA) (HD2019)","13660","Big Rapids, MI"
"Core Based Statistical Area (CBSA) (HD2019)","13700","Big Spring, TX"
"Core Based Statistical Area (CBSA) (HD2019)","13720","Big Stone Gap, VA"
"Core Based Statistical Area (CBSA) (HD2019)","13740","Billings, MT"
"Core Based Statistical Area (CBSA) (HD2019)","13780","Binghamton, NY"
"Core Based Statistical Area (CBSA) (HD2019)","13820","Birmingham-Hoover, AL"
"Core Based Statistical Area (CBSA) (HD2019)","13900","Bismarck, ND"
"Core Based Statistical Area (CBSA) (HD2019)","13940","Blackfoot, ID"
"Core Based Statistical Area (CBSA) (HD2019)","13980","Blacksburg-Christiansburg, VA"
"Core Based Statistical Area (CBSA) (HD2019)","14010","Bloomington, IL"
"Core Based Statistical Area (CBSA) (HD2019)","14020","Bloomington, IN"
"Core Based Statistical Area (CBSA) (HD2019)","14100","Bloomsburg-Berwick, PA"
"Core Based Statistical Area (CBSA) (HD2019)","14140","Bluefield, WV-VA"
"Core Based Statistical Area (CBSA) (HD2019)","14180","Blytheville, AR"
"Core Based Statistical Area (CBSA) (HD2019)","14260","Boise City, ID"
"Core Based Statistical Area (CBSA) (HD2019)","14380","Boone, NC"
"Core Based Statistical Area (CBSA) (HD2019)","14420","Borger, TX"
"Core Based Statistical Area (CBSA) (HD2019)","14460","Boston-Cambridge-Newton, MA-NH"
"Core Based Statistical Area (CBSA) (HD2019)","14500","Boulder, CO"
"Core Based Statistical Area (CBSA) (HD2019)","14540","Bowling Green, KY"
"Core Based Statistical Area (CBSA) (HD2019)","14580","Bozeman, MT"
"Core Based Statistical Area (CBSA) (HD2019)","14620","Bradford, PA"
"Core Based Statistical Area (CBSA) (HD2019)","14660","Brainerd, MN"
"Core Based Statistical Area (CBSA) (HD2019)","14700","Branson, MO"
"Core Based Statistical Area (CBSA) (HD2019)","14740","Bremerton-Silverdale-Port Orchard, WA"
"Core Based Statistical Area (CBSA) (HD2019)","14780","Brenham, TX"
"Core Based Statistical Area (CBSA) (HD2019)","14820","Brevard, NC"
"Core Based Statistical Area (CBSA) (HD2019)","14860","Bridgeport-Stamford-Norwalk, CT"
"Core Based Statistical Area (CBSA) (HD2019)","15100","Brookings, SD"
"Core Based Statistical Area (CBSA) (HD2019)","15180","Brownsville-Harlingen, TX"
"Core Based Statistical Area (CBSA) (HD2019)","15220","Brownwood, TX"
"Core Based Statistical Area (CBSA) (HD2019)","15260","Brunswick, GA"
"Core Based Statistical Area (CBSA) (HD2019)","15380","Buffalo-Cheektowaga, NY"
"Core Based Statistical Area (CBSA) (HD2019)","15420","Burley, ID"
"Core Based Statistical Area (CBSA) (HD2019)","15460","Burlington, IA-IL"
"Core Based Statistical Area (CBSA) (HD2019)","15500","Burlington, NC"
"Core Based Statistical Area (CBSA) (HD2019)","15540","Burlington-South Burlington, VT"
"Core Based Statistical Area (CBSA) (HD2019)","15580","Butte-Silver Bow, MT"
"Core Based Statistical Area (CBSA) (HD2019)","15620","Cadillac, MI"
"Core Based Statistical Area (CBSA) (HD2019)","15680","California-Lexington Park, MD"
"Core Based Statistical Area (CBSA) (HD2019)","15780","Camden, AR"
"Core Based Statistical Area (CBSA) (HD2019)","15820","Campbellsville, KY"
"Core Based Statistical Area (CBSA) (HD2019)","15940","Canton-Massillon, OH"
"Core Based Statistical Area (CBSA) (HD2019)","15980","Cape Coral-Fort Myers, FL"
"Core Based Statistical Area (CBSA) (HD2019)","16020","Cape Girardeau, MO-IL"
"Core Based Statistical Area (CBSA) (HD2019)","16060","Carbondale-Marion, IL"
"Core Based Statistical Area (CBSA) (HD2019)","16100","Carlsbad-Artesia, NM"
"Core Based Statistical Area (CBSA) (HD2019)","16180","Carson City, NV"
"Core Based Statistical Area (CBSA) (HD2019)","16220","Casper, WY"
"Core Based Statistical Area (CBSA) (HD2019)","16260","Cedar City, UT"
"Core Based Statistical Area (CBSA) (HD2019)","16300","Cedar Rapids, IA"
"Core Based Statistical Area (CBSA) (HD2019)","16380","Celina, OH"
"Core Based Statistical Area (CBSA) (HD2019)","16500","Centralia, WA"
"Core Based Statistical Area (CBSA) (HD2019)","16540","Chambersburg-Waynesboro, PA"
"Core Based Statistical Area (CBSA) (HD2019)","16580","Champaign-Urbana, IL"
"Core Based Statistical Area (CBSA) (HD2019)","16620","Charleston, WV"
"Core Based Statistical Area (CBSA) (HD2019)","16660","Charleston-Mattoon, IL"
"Core Based Statistical Area (CBSA) (HD2019)","16700","Charleston-North Charleston, SC"
"Core Based Statistical Area (CBSA) (HD2019)","16740","Charlotte-Concord-Gastonia, NC-SC"
"Core Based Statistical Area (CBSA) (HD2019)","16820","Charlottesville, VA"
"Core Based Statistical Area (CBSA) (HD2019)","16860","Chattanooga, TN-GA"
"Core Based Statistical Area (CBSA) (HD2019)","16940","Cheyenne, WY"
"Core Based Statistical Area (CBSA) (HD2019)","16980","Chicago-Naperville-Elgin, IL-IN-WI"
"Core Based Statistical Area (CBSA) (HD2019)","17020","Chico, CA"
"Core Based Statistical Area (CBSA) (HD2019)","17060","Chillicothe, OH"
"Core Based Statistical Area (CBSA) (HD2019)","17140","Cincinnati, OH-KY-IN"
"Core Based Statistical Area (CBSA) (HD2019)","17220","Clarksburg, WV"
"Core Based Statistical Area (CBSA) (HD2019)","17260","Clarksdale, MS"
"Core Based Statistical Area (CBSA) (HD2019)","17300","Clarksville, TN-KY"
"Core Based Statistical Area (CBSA) (HD2019)","17380","Cleveland, MS"
"Core Based Statistical Area (CBSA) (HD2019)","17420","Cleveland, TN"
"Core Based Statistical Area (CBSA) (HD2019)","17460","Cleveland-Elyria, OH"
"Core Based Statistical Area (CBSA) (HD2019)","17580","Clovis, NM"
"Core Based Statistical Area (CBSA) (HD2019)","17620","Coamo, PR"
"Core Based Statistical Area (CBSA) (HD2019)","17660","Coeur d'Alene, ID"
"Core Based Statistical Area (CBSA) (HD2019)","17700","Coffeyville, KS"
"Core Based Statistical Area (CBSA) (HD2019)","17780","College Station-Bryan, TX"
"Core Based Statistical Area (CBSA) (HD2019)","17820","Colorado Springs, CO"
"Core Based Statistical Area (CBSA) (HD2019)","17860","Columbia, MO"
"Core Based Statistical Area (CBSA) (HD2019)","17900","Columbia, SC"
"Core Based Statistical Area (CBSA) (HD2019)","17980","Columbus, GA-AL"
"Core Based Statistical Area (CBSA) (HD2019)","18060","Columbus, MS"
"Core Based Statistical Area (CBSA) (HD2019)","18140","Columbus, OH"
"Core Based Statistical Area (CBSA) (HD2019)","18180","Concord, NH"
"Core Based Statistical Area (CBSA) (HD2019)","18260","Cookeville, TN"
"Core Based Statistical Area (CBSA) (HD2019)","18300","Coos Bay, OR"
"Core Based Statistical Area (CBSA) (HD2019)","18420","Corinth, MS"
"Core Based Statistical Area (CBSA) (HD2019)","18460","Cornelia, GA"
"Core Based Statistical Area (CBSA) (HD2019)","18500","Corning, NY"
"Core Based Statistical Area (CBSA) (HD2019)","18580","Corpus Christi, TX"
"Core Based Statistical Area (CBSA) (HD2019)","18620","Corsicana, TX"
"Core Based Statistical Area (CBSA) (HD2019)","18660","Cortland, NY"
"Core Based Statistical Area (CBSA) (HD2019)","18700","Corvallis, OR"
"Core Based Statistical Area (CBSA) (HD2019)","18820","Crawfordsville, IN"
"Core Based Statistical Area (CBSA) (HD2019)","18880","Crestview-Fort Walton Beach-Destin, FL"
"Core Based Statistical Area (CBSA) (HD2019)","18900","Crossville, TN"
"Core Based Statistical Area (CBSA) (HD2019)","18980","Cullman, AL"
"Core Based Statistical Area (CBSA) (HD2019)","19000","Cullowhee, NC"
"Core Based Statistical Area (CBSA) (HD2019)","19060","Cumberland, MD-WV"
"Core Based Statistical Area (CBSA) (HD2019)","19100","Dallas-Fort Worth-Arlington, TX"
"Core Based Statistical Area (CBSA) (HD2019)","19140","Dalton, GA"
"Core Based Statistical Area (CBSA) (HD2019)","19180","Danville, IL"
"Core Based Statistical Area (CBSA) (HD2019)","19220","Danville, KY"
"Core Based Statistical Area (CBSA) (HD2019)","19260","Danville, VA"
"Core Based Statistical Area (CBSA) (HD2019)","19300","Daphne-Fairhope-Foley, AL"
"Core Based Statistical Area (CBSA) (HD2019)","19340","Davenport-Moline-Rock Island, IA-IL"
"Core Based Statistical Area (CBSA) (HD2019)","19420","Dayton, TN"
"Core Based Statistical Area (CBSA) (HD2019)","19430","Dayton-Kettering, OH"
"Core Based Statistical Area (CBSA) (HD2019)","19500","Decatur, IL"
"Core Based Statistical Area (CBSA) (HD2019)","19580","Defiance, OH"
"Core Based Statistical Area (CBSA) (HD2019)","19660","Deltona-Daytona Beach-Ormond Beach, FL"
